date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-09-18,18.3,12.48,11.5,4.7,,,78,50,53,28,5.2,1.7,1.8,-1.6,30,10.04,15,0,57,20,100.55,100.45,100.41,100.26,95.51,95.41,95.39,95.26,16100,16100,16100,16100,2.9,2.1,2.3,1.7,6.5,0,6.5,4.5,1.5,0.5,,,,06:38:00,19:05:00,12.45,6.63,19.08,3,3,15,17,5,6,,4,2.1,2,0,,,,,,,,
2017-09-17,21.1,13.4,12.05,3,,,79,48.8,52.5,26,4,2,2.1,0.2,30,10.42,15,0,57,18,101.34,100.83,100.8,100.27,96.25,95.77,95.76,95.27,16100,16033.3,15300,14500,3,2.7,2.7,2.4,6,0,7,5,2,0,,,,06:37:00,19:08:00,12.52,6.62,19.13,3,3,20,20,8,8,,4,1.8,2,0,,,,,,,,
2017-09-16,21.2,11.68,11,0.8,,,79,50.4,53.5,28,2.1,0.5,0.2,-1.8,18,7.21,9,0,35,21,102.04,101.7,101.7,101.36,96.88,96.57,96.56,96.24,16100,16100,16100,16100,3.2,2.4,2.4,1.5,7,0,6,4,1,0,,,,06:35:00,19:10:00,12.58,6.58,19.17,4,4,22,22,6,6,,3,0.2,1.5,0,,,,,,,,
2017-09-15,22.1,11.23,11.35,0.6,,,81,50.1,48.5,16,1.8,-0.8,-1.6,-5,26,7.5,13,0,37,33,102.16,101.94,101.97,101.78,97.01,96.8,96.83,96.65,16100,16100,16100,16100,2.4,1.9,1.8,1.3,6.7,0,6.3,4.3,1.4,0,,,,06:34:00,19:12:00,12.63,6.57,19.2,4,4,21,21,5,6,,0,0,0,0,,,,,,,,
2017-09-14,21.7,11.95,11.75,1.8,,,88,55.8,55,22,5.2,1.9,2,-1.1,35,11.92,17.5,0,50,34,101.87,101.68,101.69,101.52,96.73,96.56,96.57,96.41,16100,16100,16100,16100,2.1,1.7,1.7,1.3,6.2,0,6.8,4.8,1.8,0,,,,06:32:00,19:14:00,12.7,6.53,19.23,4,4,19,20,5,5,,0,0,0,0,,,,,,,,
2017-09-13,21.6,14.44,13.65,5.7,,,82,49.1,52,22,5.9,2.5,1.9,-2.1,37,11.92,18.5,0,52,35,101.57,101.38,101.35,101.13,96.46,96.3,96.27,96.09,16100,16100,16100,16100,2.8,2.1,2.4,1.9,4.3,0,8.7,6.7,3.6,0,,,,06:31:00,19:16:00,12.75,6.52,19.27,4,5,19,21,7,7,,3,0.2,1.5,0,,,,,,,,
2017-09-12,23.6,18.04,17.89,12.2,25,,77,57.4,54.5,32,15.8,9.1,8.2,0.5,9,5.08,4.5,0,,,101.44,101.18,101.18,100.91,96.42,96.16,96.15,95.89,16100,16100,16100,16100,3.5,2.5,2.6,1.7,0.1,0,12.9,10.9,7.9,0,,,,06:29:00,19:18:00,12.82,6.48,19.3,,,23,23,11,11,,4,2,2,0,,,,,,,,
2017-09-11,28.8,17.65,18,7.2,28,,84,53.6,53.5,23,9.9,6.7,7.4,4.9,13,6.92,6.5,0,32,18,102.25,101.82,101.81,101.38,97.14,96.74,96.74,96.33,16100,14425,8450,800,4.1,2.7,3,1.8,0,0,13,11,8,0,,,,06:28:00,19:21:00,12.88,6.47,19.35,6,6,28,28,10,12,,3,0.2,1.5,0,,,,,,,,
2017-09-10,24.6,15.88,15.75,6.9,,,91,57,57.5,24,9,6.2,6,2.9,13,6.83,6.5,0,32,17,102.37,102.2,102.14,101.91,97.27,97.09,97.05,96.83,16100,15900,15300,14500,2.5,1.9,1.8,1.2,2.2,0,10.8,8.8,5.8,,,,,06:27:00,19:23:00,12.93,6.45,19.38,5,5,23,23,10,10,,4,0.5,2,0,,,,,,,,
2017-09-09,21.4,18.47,18.54,15.7,,,94,76.8,72.5,51,17.1,14.1,12,6.9,22,7.25,11,0,37,23,101.86,101.28,101.42,100.98,96.79,96.26,96.39,96,16100,12345.8,10450,4800,7,2.7,4.3,1.7,0,0.5,13.5,11.5,8.5,,,,,06:25:00,19:25:00,13,6.42,19.42,,,22,22,9,9,,4,3,2,0,,,,,,,,
2017-09-08,27.8,21.29,21.55,15.3,30,,93,64.7,67,41,17.8,13.9,14.6,11.4,9,5.92,4.5,0,37,28,101.08,100.92,100.91,100.73,96.08,95.94,95.92,95.75,4800,3850,3800,2800,8.1,7.4,7.5,7,0,3.5,16.6,14.6,11.6,1.4,,,,06:24:00,19:27:00,13.05,6.4,19.45,5,5,26,26,15,15,,4,2.1,2,0,,,,,,,,
2017-09-07,27.3,19.38,19.3,11.3,29,,83,62.5,59,35,14.9,11.5,11.9,8.9,9,5.96,4.5,0,,,101.31,101.02,100.98,100.65,96.3,96.01,95.99,95.67,6400,5733.3,5600,4800,7,7,7,7,0,1.3,14.3,12.3,9.3,0,,,,06:22:00,19:29:00,13.12,6.37,19.48,6,6,29,29,18,18,,3,0.4,1.5,0,,,,,,,,
2017-09-06,28.2,21.81,21.35,14.5,30,,77,56.5,56,35,15.9,12.6,13.1,10.3,34,8.12,17,0,39,34,101.72,101.46,101.44,101.16,96.68,96.46,96.42,96.17,12900,8195.8,9650,6400,11,7.2,7,3.1,0,3.4,16.4,14.3,11.3,0,,,,06:21:00,19:32:00,13.18,6.35,19.53,6,6,27,27,17,17,,4,1,2,0,,,,,,,,
2017-09-05,26.9,19.63,19.25,11.6,28,,79,58.2,56,33,13.4,10.6,10.8,8.3,26,6.08,13,0,33,34,102.07,101.88,101.86,101.64,97.01,96.83,96.82,96.62,16100,14762.5,11250,6400,3.2,2.6,2.6,2,0,1.2,14.2,12.2,9.2,0,,,,06:19:00,19:34:00,13.25,6.32,19.57,6,6,30,32,17,17,,4,0.9,2,0,,,,,,,,
2017-09-04,31.8,21.86,21.65,11.5,33,,78,50.1,51.5,25,10.6,9.8,9.6,8.5,32,12.29,16,0,44,33,102.35,102.03,102.02,101.7,97.3,97,96.99,96.67,16100,16100,16100,16100,3.6,2.8,2.8,2.1,0,3.6,16.6,14.7,11.7,0,,,,06:18:00,19:36:00,13.3,6.3,19.6,7,7,31,31,14,14,,0,0,0,0,,,,,,,,
2017-09-03,32.3,23.23,22.35,12.4,34,,79,46.8,52.5,26,12,10.3,10.2,8.3,32,10.88,16,0,44,31,101.91,101.62,101.66,101.4,96.9,96.63,96.67,96.43,16100,14025,10450,4800,8.1,4.9,5,1.9,0,4.3,17.4,15.3,12.3,0,,,,06:16:00,19:38:00,13.37,6.27,19.63,7,7,32,33,16,16,,1,0,0.5,0,,,,,,,,
2017-09-02,35.6,24.15,23.65,11.7,37,,79,44.6,47.5,16,12.7,9.5,8.4,4.1,32,11.42,18,4,54,27,101.66,101.37,101.35,101.03,96.64,96.38,96.36,96.07,16100,16100,16100,16100,4.6,2.5,3.1,1.6,0,5.7,18.6,16.6,13.7,0,,,,06:15:00,19:40:00,13.42,6.25,19.67,7,7,33,33,15,15,,0,0,0,0,,,,,,,,
2017-09-01,31.7,21.6,21.45,11.2,31,,75,42.4,45.5,16,8.8,6.3,5.2,1.7,26,6.88,13,0,35,34,101.94,101.66,101.64,101.34,96.88,96.64,96.61,96.35,16100,15100,12100,8100,7,3.4,4.7,2.3,0,3.5,16.4,14.4,11.4,,,,,06:13:00,19:42:00,13.48,6.22,19.7,7,7,30,31,13,13,,4,0.5,2,0,,,,,,,,
2017-08-31,28.3,21.48,20.45,12.6,28,,78,45,51.5,25,10.9,8.3,8.6,6.2,28,8.62,14,0,39,33,101.71,101.53,101.5,101.29,96.7,96.52,96.5,96.31,16100,14147.8,11250,6400,7,3.4,4.3,1.7,0,2.5,15.4,13.4,10.4,,,,,06:12:00,19:44:00,13.53,6.2,19.73,6,7,28,30,13,13,,3,0.4,1.5,0,,,,,,,,
2017-08-30,30.3,20.65,20.5,10.7,31,,79,47.2,52,25,14,7.9,9.1,4.2,17,6.5,8.5,0,,,101.21,100.96,100.99,100.78,96.23,95.96,96.01,95.79,16100,13766.7,12900,9700,5,3.8,3.6,2.2,0,2.5,15.5,13.5,10.5,,,,,06:10:00,19:47:00,13.62,6.17,19.78,6,6,32,32,15,15,,2,0.2,1,0,,,,,,,,
2017-08-29,28.4,18.9,19.5,10.6,30,,79,55.8,53.5,28,13.7,9.2,10.2,6.7,9,4.18,4.5,0,,,101.39,101.12,101.11,100.83,96.35,96.12,96.08,95.82,16100,14500,13700,11300,4.8,3.9,4,3.2,0,1.5,14.5,12.5,9.5,,,,,06:09:00,19:49:00,13.67,6.15,19.82,6,6,35,35,15,16,,3,0.3,1.5,0,,,,,,,,
2017-08-28,33,21.69,21.6,10.2,34,,75,49.3,48.5,22,12.3,9.4,9.9,7.6,9,5.46,4.5,0,,,101.73,101.38,101.37,101,96.69,96.38,96.35,96.01,16100,14691.7,9650,3200,3.8,2.9,2.9,2,0,3.6,16.6,14.6,11.6,0,,,,06:07:00,19:51:00,13.73,6.12,19.85,6,6,33,33,13,16,,2,0.1,1,0,,,,,,,,
2017-08-27,32.6,20.54,20.3,8,32,,79,49,49.5,20,12.4,7.9,9.2,5.9,11,4.33,5.5,0,,,102.17,101.8,101.79,101.41,97.09,96.76,96.74,96.39,16100,15166.7,12100,8100,3.6,3,3,2.3,0,2.3,15.3,13.3,10.3,0,,,,06:06:00,19:53:00,13.78,6.1,19.88,7,7,31,31,10,10,,0,0,0,0,,,,,,,,
2017-08-26,29.4,17.11,17.3,5.2,28,,89,53.2,55,21,8.8,5.8,6.4,4,13,5.29,6.5,0,,,102.31,102.03,102.03,101.75,97.18,96.93,96.93,96.68,16100,14575,9850,3600,7,4.5,4.8,2.5,0.7,0,12.3,10.3,7.3,0,,,,06:04:00,19:55:00,13.85,6.07,19.92,7,7,28,29,13,13,,0,0,0,0,,,,,,,,
2017-08-25,22,13.2,13.2,4.4,,,87,63.4,62,37,7.8,5.9,5.5,3.1,15,5.5,7.5,0,,,101.98,101.82,101.8,101.61,96.86,96.71,96.69,96.52,16100,15966.7,14500,12900,8.3,4.4,5.1,1.9,4.8,0,8.2,6.2,3.2,0,,,,06:03:00,19:57:00,13.9,6.05,19.95,5,5,24,24,10,10,,3,0.3,1.5,0,,,,,,,,
2017-08-24,26.4,19.19,19,11.6,25,,73,46.8,45,17,11.6,6,5.5,-0.7,35,16.54,17.5,0,65,1,101.66,101.13,101.25,100.84,96.6,96.13,96.25,95.9,16100,16033.3,15300,14500,2.4,2,2,1.5,0,1,14,12,9,0,,,,06:01:00,19:59:00,13.97,6.02,19.98,6,6,25,26,9,9,,3,0.5,1.5,0,,,,,,,,
2017-08-23,32.5,23.8,22.45,12.4,33,,74,45.4,47.5,21,12.1,9.8,9.8,7.4,18,6.67,9,0,35,31,101.37,101.05,101.01,100.64,96.38,96.08,96.03,95.68,16100,14154.2,9450,2800,2.3,2.1,2,1.8,0,4.5,17.4,15.4,12.4,0,,,,06:00:00,20:01:00,14.02,6,20.02,7,7,30,32,15,15,,4,0.6,2,0,,,,,,,,
2017-08-22,32.8,21.38,21.15,9.5,33,,82,50.2,51,20,11.1,9.1,9.2,7.4,13,3.96,6.5,0,,,101.86,101.46,101.42,100.98,96.8,96.44,96.39,95.99,16100,13583.3,10050,4000,3.5,2.7,2.8,2.1,0,3.1,16.1,14.2,11.2,0,,,,05:58:00,20:03:00,14.08,5.97,20.05,7,7,32,32,12,12,,3,0.3,1.5,0,,,,,,,,
2017-08-21,28,18.46,18.25,8.5,28,,85,56.5,58,31,10.1,8.7,8.7,7.3,17,5,8.5,0,,,102.21,101.95,101.94,101.67,97.13,96.88,96.88,96.62,16100,15766.7,13700,11300,3.3,2.4,2.5,1.6,0,0.2,13.2,11.2,8.2,0,,,,05:57:00,20:05:00,14.13,5.95,20.08,7,7,29,29,12,12,,0,0,0,0,,,,,,,,
2017-08-20,25.9,18.03,17.79,9.7,26,,76,52.7,55,34,9.5,7.7,7.2,5,26,10.5,13,0,33,35,101.94,101.8,101.78,101.63,96.86,96.73,96.72,96.57,16100,16100,16100,16100,3.5,2.5,2.8,2.1,0.2,0,12.8,10.8,7.8,0,,,,05:56:00,20:07:00,14.18,5.93,20.12,5,5,26,26,10,10,,4,1.3,2,0,,,,,,,,
2017-08-19,24.7,19.15,18.25,11.8,,,66,43.9,45.5,25,9.3,5.8,6.5,3.7,18,6.88,9,0,,,101.95,101.76,101.78,101.61,96.91,96.72,96.74,96.56,16100,15233.3,13700,11300,4.7,3.8,3.4,2,0,0.2,13.2,11.2,8.2,0,,,,05:54:00,20:09:00,14.25,5.9,20.15,5,6,21,23,11,11,,4,1.5,2,0,,,,,,,,
2017-08-18,30,22.65,21.9,13.8,31,,64,39.3,43.5,23,9.4,7.6,7.8,6.2,37,16.38,21,5,52,24,101.61,101.45,101.39,101.18,96.61,96.46,96.41,96.21,16100,15900,13700,11300,2.3,2,2,1.8,0,3.9,16.9,14.9,11.9,0,,,,05:53:00,20:11:00,14.3,5.88,20.18,6,6,27,27,13,14,,4,1.4,2,0,,,,,,,,
2017-08-17,31.5,22.56,21.2,10.9,31,,83,42.8,52.5,22,10.4,8.3,7.8,5.2,22,9.17,11,0,33,15,101.78,101.5,101.5,101.22,96.75,96.5,96.49,96.22,16100,14758.3,10450,4800,4.4,2.8,3,1.7,0,3.2,16.2,14.2,11.2,0,,,,05:51:00,20:13:00,14.37,5.85,20.22,7,7,29,29,13,13,,0,0,0,0,,,,,,,,
2017-08-16,30.6,20.78,19.5,8.4,30,,83,46.8,52,21,8.8,7.6,7,5.2,32,14.38,16,0,48,21,101.52,101.29,101.29,101.06,96.47,96.27,96.26,96.06,16100,15633.3,12900,9700,3.7,2.4,2.8,1.9,0,1.5,14.5,12.5,9.5,0,,,,05:50:00,20:15:00,14.42,5.83,20.25,7,7,28,28,12,13,,0,0,0,0,,,,,,,,
2017-08-15,27.2,16.87,16.85,6.5,27,,88,57.2,57.5,27,8.7,7.2,7,5.3,26,6.79,13,0,32,34,101.48,101.23,101.22,100.95,96.41,96.18,96.16,95.91,9700,7433.3,8050,6400,7.2,6.8,5.7,4.2,1.1,0,11.8,9.8,6.8,0,,,,05:48:00,20:16:00,14.47,5.8,20.27,7,7,24,24,11,11,,4,1.6,2,0,,,,,,,,
2017-08-14,23.3,18.05,17.64,12,,,76,49.9,54.5,33,8.6,7.2,6.9,5.2,26,9.83,13,0,35,34,101.35,101.21,101.19,101.03,96.33,96.19,96.17,96.01,16100,12608.3,11250,6400,7,3.1,4.3,1.7,0.4,0,12.6,10.6,7.6,0,,,,05:47:00,20:18:00,14.52,5.78,20.3,6,6,22,22,10,10,,4,1.8,2,0,,,,,,,,
2017-08-13,28.1,21.72,22.65,17.2,28,,77,45.2,49,21,14,8.3,7.5,0.9,34,11.5,17,0,46,21,101.23,100.88,100.96,100.68,96.22,95.91,95.97,95.72,16100,16100,16100,16100,3,2,2.4,1.7,0,4.7,17.6,15.7,12.7,0,,,,05:45:00,20:20:00,14.58,5.75,20.33,4,4,23,23,13,14,,4,3.2,2,0,,,,,,,,
2017-08-12,32.9,23.08,21.75,10.6,33,,73,44.7,47,21,14.3,9.1,10.2,6.2,22,7.5,11,0,33,24,100.97,100.71,100.69,100.41,95.98,95.75,95.72,95.45,16100,12095.8,10450,4800,7,4.6,5.2,3.5,0,3.8,16.8,14.8,11.8,0,,,,05:44:00,20:22:00,14.63,5.73,20.37,7,7,31,31,16,16,,4,0.9,2,0,,,,,,,,
2017-08-11,33.9,21.87,22.54,11.2,35,,82,52.2,51.5,21,14.5,10.1,11.3,8.1,18,6.12,9,0,,,101.4,101.08,101.03,100.67,96.39,96.09,96.04,95.7,9700,6758.3,7250,4800,7.1,6.9,6.3,5.5,0,4.5,17.5,15.5,12.5,0,,,,05:42:00,20:24:00,14.7,5.7,20.4,7,7,31,32,16,16,,0,0,0,0,,,,,,,,
2017-08-10,30.4,20.31,20.5,10.6,31,,77,53.2,51.5,26,14,9.2,10.5,7,15,5.46,7.5,0,,,101.65,101.38,101.39,101.12,96.59,96.36,96.35,96.11,6400,6100,5200,4000,7.6,7.1,7.3,7,0,2.5,15.5,13.5,10.5,0,,,,05:41:00,20:26:00,14.75,5.68,20.43,7,7,29,31,16,16,,0,0,0,0,,,,,,,,
2017-08-09,29.3,19.67,19.55,9.8,31,,80,53.9,54,28,14.2,9.1,10.2,6.2,8,4.54,4,0,,,101.67,101.47,101.47,101.27,96.62,96.44,96.44,96.25,9700,7995.8,7250,4800,7,6.2,5.5,4,0,1.6,14.6,12.6,9.6,0,,,,05:39:00,20:27:00,14.8,5.65,20.45,7,7,31,31,14,17,,0,0,0,0,,,,,,,,
2017-08-08,29,20.19,20.39,11.8,32,,79,56.8,54.5,30,16.3,10.7,12.2,8.1,13,4.29,6.5,0,,,101.7,101.48,101.48,101.26,96.68,96.46,96.46,96.24,9700,5550,7250,4800,7.8,7.1,7.4,7,0,2.4,15.4,13.4,10.4,0,,,,05:38:00,20:29:00,14.85,5.63,20.48,7,7,31,31,14,15,,0,0,0,0,,,,,,,,
2017-08-07,30.7,21.69,21.25,11.8,32,,74,49.4,50.5,27,12.5,9.7,10.3,8.1,18,7.83,9,0,,,101.64,101.42,101.44,101.23,96.62,96.42,96.43,96.23,9700,7112.5,7250,4800,7,6.4,5.5,4,0,3.2,16.2,14.2,11.2,0,,,,05:36:00,20:31:00,14.92,5.6,20.52,7,7,32,32,16,17,,0,0,0,0,,,,,,,,
2017-08-06,33,22.07,21.65,10.3,33,,75,47.7,47,19,12.7,9.1,9.6,6.5,17,5.79,8.5,0,,,101.49,101.29,101.29,101.1,96.49,96.3,96.3,96.11,16100,15366.7,12900,9700,4.7,3.4,3.5,2.4,0,3.6,16.6,14.7,11.7,0,,,,05:35:00,20:33:00,14.97,5.58,20.55,8,8,33,33,16,17,,0,0,0,0,,,,,,,,
2017-08-05,32.5,22.47,21.45,10.4,33,,83,44.9,51,19,13,8.1,9.3,5.6,15,5.71,7.5,0,28,34,101.31,101.15,101.13,100.96,96.33,96.17,96.16,95.99,16100,15833.3,14500,12900,5.2,3.1,3.3,1.4,0,3.5,16.4,14.4,11.4,0,,,,05:34:00,20:34:00,15,5.57,20.57,7,7,32,32,16,16,,0,0,0,0,,,,,,,,
2017-08-04,32.7,22.8,22.4,12.1,32,,75,43.3,46,17,10.5,7.8,7.5,4.5,18,8.42,9,0,37,32,101.38,101.13,101.13,100.88,96.37,96.15,96.14,95.92,16100,11270.8,10450,4800,7,5.4,4.5,2.1,0,4.4,17.4,15.4,12.4,0,,,,05:32:00,20:36:00,15.07,5.53,20.6,8,8,30,31,16,16,,4,0.2,2,0,,,,,,,,
2017-08-03,34,22.14,22,10,34,,73,43.2,45,17,12,7.2,8.2,4.5,17,5.25,8.5,0,,,101.92,101.49,101.44,100.97,96.9,96.48,96.44,95.99,16100,13034.8,10450,4800,5.7,4,4.1,2.5,0,4,17,15,12,0,,,,05:31:00,20:37:00,15.1,5.52,20.62,8,8,35,35,17,17,,0,0,0,0,,,,,,,,
2017-08-02,33.7,21.92,21.3,8.9,32,,76,42.5,44.5,13,8.6,6.3,5.2,1.9,28,9.88,14,0,33,35,102.3,101.97,101.94,101.59,97.24,96.94,96.91,96.58,16100,13833.3,13700,11300,7,5.3,5.2,3.3,0,3.3,16.3,14.3,11.3,0,,,,05:29:00,20:39:00,15.17,5.48,20.65,8,8,33,33,15,15,,0,0,0,0,,,,,,,,
2017-08-01,31.3,22.33,21.5,11.7,31,,78,45.9,50,22,11.3,8.7,9.1,6.9,24,9.38,12,0,37,34,102.31,102.11,102.12,101.94,97.26,97.08,97.08,96.9,12900,8879.2,9650,6400,7,6.1,5.7,4.3,0,3.5,16.5,14.5,11.5,0,,,,05:28:00,20:41:00,15.22,5.47,20.68,8,8,31,32,16,16,,2,0.1,1,0,,,,,,,,
2017-07-31,31.1,21.85,20.55,10,32,,67,41,44,21,10.5,7,6.3,2.2,22,6.67,11,0,,,102.4,102.15,102.14,101.89,97.35,97.11,97.11,96.86,16100,12633.3,12100,8100,7,4.5,4.6,2.2,0,2.5,15.6,13.6,10.6,0,,,,05:27:00,20:42:00,15.25,5.45,20.7,8,8,32,32,16,16,,0,0,0,0,,,,,,,,
2017-07-30,32.5,23.29,22.1,11.7,32,,76,37.2,44.5,13,9.5,6.2,4.2,-1.2,17,8.04,8.5,0,,,102.15,101.93,101.92,101.69,97.15,96.92,96.92,96.7,16100,15366.7,12900,9700,3.3,2.1,2.4,1.4,0,4.1,17.1,15.1,12.1,0,,,,05:25:00,20:44:00,15.32,5.42,20.73,8,8,32,32,13,16,,0,0,0,0,,,,,,,,
2017-07-29,34.7,24.51,22.25,9.8,33,,71,33.2,42,13,7.4,4.6,4.5,1.5,21,6.58,10.5,0,,,101.7,101.5,101.46,101.22,96.72,96.51,96.49,96.25,16100,15700,12100,8100,3.5,2.7,2.8,2.1,0,4.2,17.2,15.2,12.2,0,,,,05:24:00,20:45:00,15.35,5.4,20.75,8,8,34,34,14,14,,0,0,0,0,,,,,,,,
2017-07-28,32.1,22.3,20.9,9.7,31,,67,37.6,42,17,12,6,7.3,2.6,18,6.54,9,0,,,101.62,101.37,101.35,101.08,96.63,96.38,96.36,96.1,16100,15429.2,10450,4800,3.7,2.9,2.9,2.1,0,2.9,15.9,13.9,10.9,0,,,,05:22:00,20:46:00,15.4,5.37,20.77,8,8,31,31,13,13,,1,0,0.5,0,,,,,,,,
2017-07-27,32.8,24.85,24.15,15.5,32,,66,34.3,41,16,10.4,6.6,6.8,3.1,21,10.67,10.5,0,28,30,101.44,101.27,101.23,101.02,96.47,96.3,96.26,96.06,16100,16100,16100,16100,2.5,1.9,2,1.6,0,6.2,19.1,17.1,14.2,,,,,05:21:00,20:48:00,15.45,5.35,20.8,8,8,32,32,14,15,,3,0.4,1.5,0,,,,,,,,
2017-07-26,35.5,23.2,22.6,9.7,35,,78,41.3,46.5,15,9.5,7.4,7.5,5.6,15,6,7.5,0,,,101.66,101.35,101.29,100.92,96.65,96.35,96.3,95.95,16100,15700,14500,12900,3.6,2.7,2.8,2,0,4.6,17.6,15.6,12.6,,,,,05:20:00,20:49:00,15.48,5.33,20.82,8,8,33,33,16,16,,3,0.2,1.5,0,,,,,,,,
2017-07-25,30.5,19.55,18.75,7,30,,84,48.5,52.5,21,8.2,6.6,6.7,5.2,22,8.21,11,0,,,101.89,101.63,101.59,101.29,96.83,96.58,96.56,96.29,16100,15966.7,14500,12900,2.8,2.2,2.2,1.6,0,0.8,13.8,11.8,8.8,0,,,,05:18:00,20:50:00,15.53,5.3,20.83,7,7,30,30,14,14,,0,0,0,0,,,,,,,,
2017-07-24,26,17.72,16.2,6.4,25,,82,51.1,55,28,8.6,6.4,6.8,4.9,26,10.12,13,0,43,34,101.97,101.73,101.74,101.51,96.9,96.67,96.68,96.46,16100,16100,16100,16100,2.3,1.9,1.9,1.5,1.8,0,11.2,9.2,6.2,0,,,,05:17:00,20:52:00,15.58,5.28,20.87,7,7,26,28,12,12,,0,0,0,0,,,,,,,,
2017-07-23,31.9,22.98,23.5,15.1,32,,82,46.9,48,14,13.7,9.1,7.2,0.8,41,14.42,20.5,0,50,35,101.8,101.35,101.33,100.86,96.78,96.36,96.35,95.91,16100,16100,16100,16100,2.8,1.6,1.9,1,0,5.5,18.5,16.5,13.5,,,,,05:16:00,20:53:00,15.62,5.27,20.88,8,8,29,29,11,11,,4,1,2,0,,,,,,,,
2017-07-22,30.5,22.54,23.2,15.9,33,,71,51.5,51.5,32,14.5,11.6,11.9,9.3,17,8.04,8.5,0,,,102.07,101.8,101.78,101.49,97.01,96.77,96.76,96.51,16100,15629.2,10450,4800,2.4,2,1.8,1.3,0,5.2,18.2,16.2,13.2,0,,,,05:15:00,20:54:00,15.65,5.25,20.9,8,8,30,30,15,15,,4,3.2,2,0,,,,,,,,
2017-07-21,25.2,19.05,17,8.8,25,,85,48.6,56,27,10.1,7.2,7.4,4.7,15,5.88,7.5,0,,,101.95,101.82,101.82,101.69,96.89,96.77,96.77,96.65,16100,15833.3,12900,9700,2.4,2,2,1.6,1,0,12,10,7,0,,,,05:13:00,20:55:00,15.7,5.22,20.92,6,6,23,25,15,16,,4,1.2,2,0,,,,,,,,
2017-07-20,27.4,20.34,19.64,11.9,26,,77,44.5,50.5,24,9.8,6.8,6.9,4,30,13.83,15,0,44,23,101.77,101.36,101.45,101.14,96.72,96.36,96.44,96.15,16100,16100,16100,16100,2.5,2,2.2,1.9,0,1.6,14.6,12.6,9.6,0,,,,05:12:00,20:57:00,15.75,5.2,20.95,5,5,22,26,12,13,,4,2.1,2,0,,,,,,,,
2017-07-19,32.8,22.14,21.45,10.1,32,,83,43.2,50.5,18,10,7.1,6.5,3,18,6.46,9,0,35,34,101.55,101.23,101.18,100.8,96.55,96.23,96.19,95.82,16100,14833.3,13700,11300,7,3.9,4.8,2.7,0,3.5,16.4,14.4,11.4,0,,,,05:11:00,20:58:00,15.78,5.18,20.97,8,8,30,30,15,15,,4,0.4,2,0,,,,,,,,
2017-07-18,29.4,18.77,18.25,7.1,29,,84,47,53,22,10,5.8,6.8,3.5,13,6.33,6.5,0,,,101.87,101.52,101.49,101.11,96.8,96.47,96.44,96.09,12900,8754.2,9650,6400,11,6.6,7.2,3.5,0,0.2,13.2,11.2,8.2,0,,,,05:10:00,20:59:00,15.82,5.17,20.98,8,8,27,27,12,12,,3,0.8,1.5,0,,,,,,,,
2017-07-17,25.5,17.8,16.6,7.7,,,78,46.3,50.5,23,7,4.9,4.8,2.5,21,9.92,10.5,0,32,34,102.06,101.81,101.8,101.54,96.98,96.74,96.74,96.49,14500,9154.2,9650,4800,7,5.2,4.7,2.4,1.4,0,11.6,9.6,6.6,0,,,,05:09:00,21:00:00,15.85,5.15,21,7,7,26,27,12,12,,4,0.5,2,0,,,,,,,,
2017-07-16,25.2,19.73,19.3,13.4,,,61,38,42.5,24,6.9,4.3,4.3,1.7,28,17.25,16,4,43,21,101.87,101.73,101.7,101.53,96.82,96.7,96.69,96.56,16100,15100,12100,8100,3.6,2.3,2.8,2,0,1.3,14.3,12.3,9.3,0,,,,05:07:00,21:01:00,15.9,5.12,21.02,7,7,24,25,11,11,,4,0.6,2,0,,,,,,,,
2017-07-15,35.1,23.8,22.85,10.6,33,,76,34.9,46,16,9,5.1,4.5,0.1,26,9.92,13,0,46,33,101.6,101.33,101.29,100.99,96.62,96.35,96.33,96.03,16100,15633.3,12100,8100,3.6,2.8,3,2.4,0,4.8,17.9,15.8,12.8,0,,,,05:06:00,21:02:00,15.93,5.1,21.03,8,8,32,32,13,13,,3,0.6,1.5,0,,,,,,,,
